function,count
numpy.iterable(y=list[float]),14
numpy.asarray(a=list[float]),17
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, list[numpy.float64], numpy.float64, numpy.ndarray, NoneType])",1
numpy.iterable(y=list[decimal.Decimal]),2
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, list[Union[float, int]], list[numpy.float64], numpy.ndarray, NoneType])",1
"numpy.array(tuple[numpy.int64, numpy.float64, numpy.float64, numpy.float64], dtype=Type[builtins.float])",1
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, list[numpy.float64], list[numpy.float64], numpy.ndarray, NoneType])",1
numpy.ndarray.squeeze(numpy.ndarray),6
"numpy.asarray(a=tuple[float], dtype=Type[builtins.float])",1
numpy.isscalar(element=int),2
numpy.nanmin(a=numpy.ndarray),1
numpy.isnan(list[numpy.int64]),1
numpy.int64 > numpy.int64,8
"numpy.histogram(a=numpy.ndarray, bins=int, range=tuple[numpy.int64, numpy.int64], weights=NoneType)",1
numpy.size(a=list[int]),1
numpy.ndim(a=numpy.int64),1
numpy.nanmax(a=numpy.ndarray),1
numpy.histogram,2
"numpy.array(list[numpy.ndarray], Type[builtins.float])",1
numpy.zeros(int),31
numpy.float64 /= float,1
numpy.float64 *= float,7
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.float64)",2
"numpy.ndarray[slinumpy.ndarraye[int, int, int]] = numpy.ndarray",3
"numpy.ndarray[slinumpy.ndarraye[int, NoneType, NoneType]] = numpy.ndarray",9
"numpy.random.mtrand.RandomState.normal(numpy.random.mtrand.RandomState, size=int)",19
numpy.asarray(a=list[numpy.ndarray]),4
numpy.shape(a=list[numpy.ndarray]),4
int * numpy.ndarray,61
"numpy.linspace(num=int, start=numpy.float64, stop=numpy.float64)",6
numpy.float64 == numpy.ndarray,1
numpy.atleast_2d(arys=tuple[numpy.ndarray]),3
numpy.cov,2
numpy.linalg.det(a=numpy.ndarray),1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], int, NoneType]]",3
numpy.exp(numpy.ndarray),18
numpy.sum,8
"numpy.sum(a=numpy.ndarray, axis=int)",11
numpy.mean(a=numpy.ndarray),3
numpy.isscalar(element=float),3
numpy.ndarray + builtins.range,2
"numpy.ndarray[int] = tuple[numpy.float64, numpy.float64]",4
"numpy.array(tuple[float, float, int])",1
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, float]], Type[builtins.float])",1
"numpy.ndarray[slinumpy.uint8e[NoneType, NoneType, NoneType]] = numpy.uint8",1
"numpy.concatenate(tuple[numpy.ndarray, numpy.ndarray])",6
numpy.iterable(y=list[numpy.float64]),15
numpy.logical_and,1
numpy.ndarray.nonzero(numpy.ndarray),1
numpy.ndarray | numpy.ndarray,6
"numpy.asarray(a=tuple[tuple[numpy.float64, numpy.float64], tuple[numpy.float64, numpy.float64]], dtype=Type[builtins.float])",1
"numpy.ufunc.reduce(numpy.ufunc, list[numpy.ndarray])",2
numpy.ravel(a=numpy.ndarray),19
"numpy.resize(a=numpy.ndarray, new_shape=tuple[int])",4
numpy.asarray(a=tuple[float]),2
"numpy.asarray(a=tuple[builtins.bool], dtype=Type[builtins.bool])",1
numpy.iterable(y=builtins.range),5
"numpy.asarray(a=tuple[tuple[numpy.int64, numpy.float64], tuple[numpy.int64, numpy.float64]])",1
numpy.size(a=numpy.ndarray),5
"numpy.reshape(a=numpy.ndarray, newshape=int)",1
"numpy.percentile(a=numpy.ndarray, q=numpy.ndarray)",1
"numpy.power(int, float)",1
"numpy.cov(bias=int, m=numpy.ndarray, rowvar=builtins.bool)",1
numpy.linalg,5
numpy.median(a=numpy.ndarray),1
numpy.logical_or,3
numpy.ma.getmask,2
numpy.ndarrayuiltins.numpy.ndarrayool & numpy.ndarray,2
"numpy.broadcast_arrays(args=tuple[numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray])",2
"numpy.asarray(a=numpy.ndarray, dtype=Type[builtins.bool])",4
numpy.ndarray += int,8
numpy.asarray(a=builtins.range),6
"numpy.asarray(a=tuple[tuple[numpy.int64, numpy.float64], tuple[numpy.int64, numpy.float64]], dtype=Type[builtins.float])",1
"numpy.concatenate(tuple[numpy.ndarray, list[numpy.float64]])",2
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.bool])",4
"numpy.ndarray[slibuiltins.boole[int, NoneType, int]] = builtins.bool",1
numpy.shape(a=numpy.ndarray),8
"numpy.asarray(a=list[numpy.float64], dtype=Type[builtins.float])",1
"numpy.ndarray[slice[int, NoneType, int]]",6
"numpy.broadcast_to(array=builtins.bool, shape=int)",4
"numpy.zeros(int, Type[builtins.bool])",1
int - numpy.ndarray,23
numpy.ndarray == float,3
numpy.ndarray == numpy.float64,1
"numpy.dot(numpy.ndarray, matplotlib.transforms.Affine2D)",2
"numpy.linspace(num=int, start=int, stop=float)",10
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64]], Type[builtins.float])",1
"numpy.asarray(a=tuple[tuple[numpy.float64, int], tuple[numpy.float64, numpy.float64]], dtype=Type[builtins.float])",1
numpy.atleast_1d(arys=tuple[list[numpy.float64]]),1
"numpy.atleast_1d(arys=tuple[list[Union[int, numpy.float64]]])",1
numpy.atleast_1d(arys=tuple[list[decimal.Decimal]]),1
numpy.atleast_1d(arys=tuple[int]),1
numpy.ndarray.cumsum(numpy.ndarray),2
"numpy.correlate(a=numpy.ndarray, mode=str, v=numpy.ndarray)",1
"numpy.arange(int, int)",19
"numpy.asarray(a=tuple[tuple[numpy.int64, numpy.int64], tuple[numpy.int64, numpy.float64]], dtype=Type[builtins.float])",1
int > numpy.float64,5
"numpy.tile(A=numpy.ndarray, reps=int)",9
"numpy.full_like(a=list[float], fill_value=float)",2
numpy.ndarray - float,27
"numpy.cumsum(a=list[Union[float, int]])",2
numpy.ndarray + list[float],2
numpy.ndarray <= numpy.ndarray,4
numpy.ndarray.all,3
"numpy.ndarray.all(numpy.ndarray, axis=int)",1
numpy.int64 == int,16
"numpy.cumsum(a=list[Union[float, int, numpy.float64]])",1
"numpy.cumsum(a=list[Union[int, numpy.float64]])",2
"numpy.random.mtrand.RandomState.seed(numpy.random.mtrand.RandomState, int)",41
"numpy.ndarray[sliinte[NoneType, int, NoneType]] = int",1
"numpy.random.mtrand.RandomState.shuffle(numpy.random.mtrand.RandomState, numpy.ndarray)",1
"numpy.maximum(numpy.float64, numpy.float64)",2
numpy.float64 % float,1
"numpy.generic.astype(numpy.bool_, Type[numpy.float64])",1
numpy.float64 > float,15
numpy.float64(x=numpy.bool_),1
numpy.float64 <= numpy.bool_,1
numpy.ndarray -= numpy.bool_,1
numpy.generic.item(numpy.float32),2
numpy.ndarray -= float,2
numpy.bool_.shape,1
"numpy.ma.core.MaskedArray(data=numpy.ndarray, mask=numpy.ndarray)",3
numpy.min_scalar_type(numpy.ma.core.MaskedArray),1
numpy.bool_,1
numpy.ma.core.getmask(a=numpy.ma.core.MaskedArray),6
"numpy.ma.core.array(copy=numpy.ndarray, data=numpy.ndarray, dtype=numpy.dtype, mask=builtins.bool)",1
numpy.iterable(y=numpy.bool_),1
numpy.asarray(a=list[numpy.bool_]),1
numpy.min_scalar_type(list[numpy.bool_]),1
numpy.ma.core.getmask(a=list[numpy.bool_]),1
numpy.float32 == numpy.float32,2
numpy.float32 - numpy.float32,1
numpy.array(list[str]),5
numpy.isnan(numpy.ma.core.MaskedArray),1
numpy.ndarray *= int,6
"numpy.clip(a=numpy.ndarray, a_max=int, a_min=int, out=numpy.ndarray)",4
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint8])",3
"numpy.ndarray.take(numpy.ndarray, numpy.ndarray, axis=str, mode=int)",1
"numpy.ndarray[slinumpy.ndarraye[NoneType, NoneType, NoneType]] = numpy.ndarray",2
numpy.round_(a=numpy.ndarray),4
numpy.float16,1
numpy.dtype != Type[numpy.float64],1
numpy.float64(x=numpy.float64),3
numpy.generic.item(numpy.float64),3
numpy.min_scalar_type(list[numpy.float64]),1
numpy.ma.core.getmask(a=list[numpy.float64]),1
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, int]])",2
numpy.linspace,7
"numpy.atleast_1d(arys=tuple[list[Union[float, int]]])",1
"numpy.isclose(a=numpy.int64, atol=int, b=numpy.ndarray, rtol=numpy.float64)",1
numpy.asanyarray(a=numpy.int64),1
"numpy.asarray(a=tuple[numpy.int64], dtype=Type[builtins.float])",1
numpy.array(list[int]),23
"numpy.iterable(y=tuple[int, int, int, int])",4
numpy.iterable(y=matplotlib.transforms.Bbox),1
numpy.dtype != Type[numpy.uint8],2
"numpy.asarray(a=tuple[tuple[float, float], tuple[float, float]])",1
numpy.ndarray + float,40
"numpy.testing._private.utils.assert_allclose(actual=tuple[numpy.float64, numpy.float64], desired=tuple[float, float])",6
*numpy.flatiter,14
int // numpy.int64,1
int - numpy.int64,1
"numpy.arange(numpy.int64, numpy.int64, numpy.int64)",1
numpy.sin(float),11
"numpy.ndarray += list[Union[float, int]]",2
numpy.ndarray * list[int],1
"numpy.dot(numpy.ndarray, list[list[numpy.float64]])",1
numpy.cos(float),8
"numpy.array(list[list[Union[float, float, int, numpy.float64]]])",1
"numpy.atleast_1d(arys=tuple[tuple[int, int]])",1
"numpy.concatenate(list[Union[list, list[int]]])",1
numpy.float64 += float,5
numpy.ndarray == numpy.uint8,1
"numpy.split(ary=numpy.ndarray, indices_or_sections=numpy.ndarray)",1
numpy.where(numpy.ndarray),1
numpy.datetime64,2
numpy.iterable(y=matplotlib.testing.jpl_units.Epoch.Epoch),3
numpy.iterable(y=datetime.date),1
numpy.atleast_1d(arys=tuple[list[matplotlib.testing.jpl_units.Epoch.Epoch]]),1
"numpy.column_stack(tup=tuple[list[float], numpy.ndarray])",1
"numpy.column_stack(tup=tuple[numpy.ndarray, list[float]])",1
"numpy.column_stack(tup=tuple[list[float], list[float]])",1
numpy.iterable(y=list[datetime.datetime]),5
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.datetime64])",2
numpy.<numpy.vectorize object at 0x7fbfc8517370>(args=tuple[numpy.ndarray]),1
numpy.asarray(a=list[datetime.datetime]),3
"numpy.atleast_1d(arys=tuple[tuple[numpy.ndarray, numpy.ndarray]])",1
"numpy.array(list[tuple[int, int]], dtype=list[tuple[str, Type[builtins.float]]])",1
numpy.ndarray[str],1
numpy.ndarray.name,1
"numpy.arange(int, float, float)",6
"numpy.arange(float, float, float)",9
numpy.float64 -= int,2
"numpy.array(list[list[Union[float, numpy.float64]]])",1
numpy.deg2rad(numpy.ndarray),6
"numpy.asanyarray(a=tuple[float, int])",1
"numpy.asanyarray(a=tuple[int, float])",1
numpy.atleast_1d(arys=tuple[numpy.flatiter]),1
numpy.arccos(numpy.ndarray),1
numpy.ndarray[numpy.ndarray] = float,5
numpy.iterable(y=datetime.datetime),2
numpy.iterable(y=list[matplotlib.testing.jpl_units.Epoch.Epoch]),3
"numpy.asarray(a=list[tuple[float, int]])",1
"numpy.asarray(a=tuple[tuple[int, float], tuple[int, float], tuple[int, float], tuple[int, float]])",1
numpy.iterable(y=NoneType),6
"numpy.array(numpy.ndarray, Type[builtins.float])",2
"numpy.ufunc.at(numpy.ufunc, numpy.ndarray, tuple[numpy.ndarray, numpy.ndarray], int)",2
"numpy.repeat(a=numpy.ndarray, repeats=int)",8
list[float] * numpy.ndarray,1
"numpy.asanyarray(a=numpy.ndarray, dtype=Type[builtins.float])",2
numpy.floor(numpy.ndarray),5
numpy.add,2
"numpy.ndarray[tuple[numpy.ndarray, slice[NoneType, NoneType, NoneType]]]",5
numpy.ma.core.asarray(a=numpy.ndarray),6
"numpy.random.mtrand.RandomState.standard_normal(numpy.random.mtrand.RandomState, int)",7
"numpy.power(int, numpy.ndarray)",3
"numpy.expand_dims(a=numpy.ndarray, axis=int)",12
numpy.ma.masked_less_equal,3
numpy.float64 >= numpy.float64,4
"numpy.column_stack(tup=list[list[Union[int, numpy.float64]]])",2
numpy.float64 + numpy.ndarray,3
"numpy.column_stack(tup=list[list[Union[int, numpy.float64, numpy.float64]]])",2
"numpy.ma.core.masked_less_equal(copy=builtins.bool, value=int, x=numpy.ndarray)",1
float * numpy.ma.core.MaskedArray,2
numpy.float64 * numpy.ma.core.MaskedArray,1
numpy.ma.core.MaskedArray.T,2
numpy.ma.core.MaskedArray[list[int]],2
"numpy.ma.core.masked_invalid(a=numpy.ma.core.MaskedArray, copy=builtins.bool)",5
numpy.ma.core.MaskedArray,2
"numpy.ma.core.masked_less_equal(copy=builtins.bool, value=int, x=numpy.ma.core.MaskedArray)",2
numpy.copyto,3
"numpy.log(numpy.ndarray, numpy.ndarray)",1
"numpy.ndarray[tuple[slituple[int, int]e[NoneType, NoneType, NoneType], int]] = tuple[int, int]",2
numpy.log(numpy.ndarray),8
numpy.ndarray[int] = float,10
"numpy.dtype in tuple[Type[numpy.float32], Type[numpy.float16]]",1
"numpy.array(numpy.ma.core.MaskedArray, dtype=Type[numpy.float64])",1
Type[numpy.float64] == Type[numpy.float64],1
"numpy.generic.astype(numpy.float64, Type[numpy.float64])",2
numpy.ndarray > float,8
numpy.ma.core.min(obj=numpy.ndarray),1
numpy.ma.core.max(obj=numpy.ndarray),1
"numpy.ndarray.fill(numpy.ma.core.MaskedArray, int)",1
"numpy.array(tuple[tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64]])",1
"numpy.array(tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64])",1
numpy.ma.core.masked_invalid(a=int),4
numpy.ndarray.argsort(numpy.ndarray),4
numpy.ma.core.is_masked(x=numpy.float64),6
"numpy.interp(fp=numpy.ndarray, x=int, xp=numpy.ndarray)",2
"numpy.interp(fp=numpy.ndarray, x=numpy.float64, xp=numpy.ndarray)",4
numpy.ma.numpy.ma.core.MaskedConstantore.MaskedArray[int] = numpy.ma.core.MaskedConstant,5
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], NoneType]]",2
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], int]]",3
numpy.ma.core.getdata(a=numpy.ma.core.MaskedArray),2
numpy.ma.core.masked_invalid(a=numpy.ma.core.MaskedArray),2
"numpy.asarray(a=numpy.ma.core.MaskedArray, dtype=Type[builtins.bool])",1
numpy.ndarray > numpy.ndarray,5
"numpy.array(tuple[float, float, float, float])",2
"numpy.hypot(numpy.ndarray, numpy.ndarray)",19
numpy.ma.core.getmaskarray(arr=numpy.ma.core.MaskedArray),4
"numpy.ndarray[tuple[slice[int, NoneType, NoneType], slice[int, NoneType, NoneType]]]",3
"numpy.ndarray[tuple[slice[int, int, NoneType], slice[int, NoneType, NoneType]]]",1
"numpy.ndarray[tuple[slice[int, NoneType, NoneType], slice[int, int, NoneType]]]",1
numpy.ma.core.filled(a=numpy.ma.core.MaskedArray),9
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, int, NoneType], slice[NoneType, int, NoneType]]]",3
"numpy.ma.core.MaskedArray[tuple[slice[int, NoneType, NoneType], slice[NoneType, int, NoneType]]]",2
"numpy.ma.core.MaskedArray[tuple[slice[int, NoneType, NoneType], slice[int, NoneType, NoneType]]]",2
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, int, NoneType], slice[int, NoneType, NoneType]]]",2
"numpy.stack(arrays=list[numpy.ndarray], axis=int)",5
numpy.ma.core.MaskedArray.compressed(self=numpy.ma.core.MaskedArray),4
numpy.asanyarray(a=list[numpy.ndarray]),2
"numpy.ndarray[tuple[slice[int, int, NoneType], slice[int, int, NoneType]]]",2
numpy.stack,7
"numpy.asarray(a=tuple[tuple[numpy.int64, numpy.int64], tuple[numpy.int64, numpy.int64]])",1
"numpy.ma.core.MaskedArray.reshape(s=tuple[int, int], self=numpy.ma.core.MaskedArray)",2
"numpy.ma.core._arraymethod.<locals>.wrapped_method(args=tuple[int], params=dict)",2
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[NoneType, int, NoneType]]]",9
numpy.ndarray <= numpy.float64,3
numpy.ma.core,2
"numpy.array(tuple[int, float, float, float], dtype=Type[builtins.float])",1
numpy.array(list[datetime.datetime]),3
numpy.ndarray.repeat,2
numpy.repeat,10
numpy.ndarray[NoneType],8
"numpy.concatenate(list[Union[list, list[numpy.float64]]])",2
"numpy.ndarray.repeat(numpy.ndarray, int, axis=int)",2
"numpy.asarray(a=tuple[tuple[numpy.float64, numpy.int64], tuple[numpy.float64, numpy.int64]])",1
numpy.NaN,3
"numpy.atleast_1d(arys=tuple[list[Union[float, numpy.float64]]])",1
"numpy.asanyarray(a=tuple[int, int])",1
"numpy.full_like(a=numpy.ndarray, fill_value=float)",3
numpy.cumsum(a=list[int]),2
"numpy.concatenate(list[Union[list[int], numpy.ndarray]])",2
"numpy.asarray(a=list[list[Union[float, float, int, int]]], dtype=Type[builtins.float])",1
"numpy.ndarray[tuple[int, sliinte[NoneType, NoneType, NoneType]]] = int",1
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[NoneType, NoneType, NoneType]]]",10
"numpy.ndarray[tuple[slinumpy.ndarraye[int, NoneType, NoneType], slinumpy.ndarraye[NoneType, NoneType, NoneType]]] = numpy.ndarray",1
"numpy.ndarray[tuple[NoneType, slice[NoneType, NoneType, NoneType]]]",8
"numpy.ndarray.argmin(numpy.ndarray, axis=int)",1
"numpy.ndarray[tuple[slice[int, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",2
numpy.hypot,3
numpy.ndarray.argmin,2
numpy.unique(ar=numpy.ndarray),6
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, numpy.int64, numpy.float64, numpy.ndarray, NoneType])",1
"numpy.broadcast_to(array=str, shape=int)",2
numpy.str_ != str,2
"numpy.array(tuple[numpy.float64, numpy.int64, numpy.float64, numpy.int64], dtype=Type[builtins.float])",1
"numpy.broadcast_to(array=list[str], shape=int)",1
float - numpy.int64,1
"numpy.array(tuple[numpy.int64, numpy.float64, numpy.int64, numpy.float64], dtype=Type[builtins.float])",1
numpy.shape(a=list[numpy.float64]),1
numpy.iterable(y=datetime.timedelta),1
numpy.iterable(y=list[numpy.int64]),13
"numpy.asarray(a=list[numpy.int64], dtype=Type[builtins.float])",1
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, numpy.float64, list[numpy.float64], numpy.ndarray, NoneType])",1
numpy.iterable(y=list[datetime.timedelta]),1
"numpy.asarray(a=list[tuple[Union[numpy.float64, numpy.ndarray], int]])",1
int + numpy.ndarray,12
numpy.isscalar(element=numpy.ndarray),2
numpy.isnan(list[numpy.float64]),1
"numpy.histogram(a=numpy.ndarray, bins=int, range=tuple[numpy.float64, numpy.float64], weights=NoneType)",1
numpy.size(a=list),1
numpy.isnan(list[float]),1
numpy.isscalar(element=list),1
"numpy.histogram(a=list, bins=int, range=NoneType, weights=NoneType)",1
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int)",2
"numpy.ndarray.cumsum(numpy.ndarray, axis=int)",1
"numpy.array(tuple[int, float, int])",1
int == numpy.float64,1
"numpy.histogram_bin_edges(a=numpy.ndarray, bins=int, range=tuple[numpy.float64, numpy.float64], weights=NoneType)",1
"numpy.histogram(a=numpy.ndarray, bins=numpy.ndarray, weights=NoneType)",1
numpy.ndarray.cumsum,1
numpy.ndim(a=numpy.float64),2
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int)",8
"numpy.testing._private.utils.assert_allclose(actual=numpy.ndarray, desired=numpy.ndarray)",13
numpy.size(a=list[list[datetime.datetime]]),1
numpy.asarray(a=list[list[datetime.datetime]]),1
float += numpy.ndarray,1
"numpy.histogram_bin_edges(a=numpy.ndarray, bins=numpy.ndarray, range=tuple[numpy.float64, numpy.float64], weights=NoneType)",1
numpy.testing,34
numpy.isscalar(element=list[list[datetime.datetime]]),1
"numpy.ndarray.astype(numpy.ndarray, str)",9
numpy.datetime64(str),4
"numpy.generic.astype(numpy.datetime64, Type[numpy.int64])",2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int64])",1
numpy.ndarray == numpy.int64,1
numpy.size(a=list[list]),1
numpy.asarray(a=list[list]),1
"numpy.histogram(a=numpy.ndarray, bins=int, range=NoneType, weights=NoneType)",1
numpy.isscalar(element=list[list]),1
"numpy.histogram(a=numpy.ndarray, bins=numpy.ndarray, range=NoneType, weights=NoneType)",1
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.float64])",9
numpy.int64 -= int,1
"numpy.asarray(a=list[Union[float, numpy.float64]])",1
"numpy.array(tuple[tuple[float, int, int], tuple[float, int, int]])",1
"numpy.clip(a=float, a_max=int, a_min=int)",2
"numpy.ndarray[tuple[slinumpy.float64e[NoneType, int, NoneType], int]] = numpy.float64",1
numpy.asarray(a=list[list[numpy.float64]]),1
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, float]])",1
"numpy.ndarray[tuple[slinumpy.ndarraye[int, NoneType, int], int]] = numpy.ndarray",10
"numpy.ndarray[tuple[slifloate[int, NoneType, int], int]] = float",2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.float64])",3
numpy.ma.nomask,5
numpy.ma.core.MaskedArray.filled(self=numpy.ma.core.MaskedArray),4
numpy.min_scalar_type(list[float]),1
numpy.ma.core.getmask(a=list[float]),1
"numpy.ones(dtype=Type[builtins.float], shape=tuple[int, int])",1
"numpy.concatenate(list[Union[list[numpy.float64], numpy.ndarray]])",1
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64]])",2
numpy.ma.asarray,2
"numpy.ma.core.asarray(a=numpy.ndarray, dtype=Type[numpy.float64])",2
numpy.ma.core.asarray(a=list[int]),1
numpy.asarray(a=tuple[int]),2
numpy.iterable(y=list[str]),5
"numpy.zeros(int, str)",3
numpy.ma.core.MaskedArray * numpy.float64,3
"numpy.meshgrid(xi=tuple[numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray])",1
"numpy.ma.numpy.ma.core.MaskedArrayore.MaskedArray[tuple[int, slinumpy.ma.core.MaskedArraye[NoneType, NoneType, NoneType]]] = numpy.ma.core.MaskedArray",2
numpy.column_stack(tup=list[numpy.ma.core.MaskedArray]),3
"numpy.interp(fp=numpy.ma.core.MaskedArray, x=numpy.ndarray, xp=numpy.ndarray)",1
"numpy.array(numpy.ma.core.MaskedArray, copy=builtins.bool, subok=builtins.bool)",1
numpy.ma.core.MaskedArray[int],22
numpy.ndarray > numpy.float64,2
"numpy.asarray(a=list[tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64]])",1
numpy.min_scalar_type(numpy.ndarray),1
numpy.ma.core.getmask(a=numpy.ndarray),1
"numpy.iterable(y=list[tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64]])",1
"numpy.meshgrid(xi=tuple[list[numpy.float64], numpy.ndarray])",1
numpy.histogram2d,1
"numpy.histogram2d(bins=NoneType, normed=NoneType, range=builtins.bool, weights=int, x=numpy.ndarray, y=numpy.ndarray)",1
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int])",4
"numpy.array(list[tuple[Union[float, numpy.float64], Union[float, numpy.float64], Union[float, numpy.float64], Union[float, int]]])",1
numpy.ma.extras.column_stack(x=list[numpy.ma.core.MaskedArray]),1
"numpy.ma.core.MaskedArray.filled(fill_value=float, self=numpy.ma.core.MaskedArray)",5
numpy.asanyarray,2
numpy.ma.core.ravel(a=list[int]),3
"numpy.asanyarray(a=numpy.ma.core.MaskedArray, dtype=Type[builtins.float])",1
"numpy.ndarray[int] = tuple[numpy.float64, numpy.float64, numpy.float64, float]",3
"numpy.ma.core.array(data=numpy.ma.core.MaskedArray, mask=numpy.ndarray)",1
"numpy.asanyarray(a=list[int], dtype=Type[builtins.float])",1
numpy.ma.core.ravel(a=int),3
"numpy.asanyarray(a=int, dtype=Type[builtins.float])",1
numpy.ma.core.ravel(a=numpy.ndarray),4
numpy.asanyarray(a=list[str]),1
"numpy.iterable(y=list[Union[str, tuple[int, int, int]]])",2
numpy.sqrt(float),6
numpy.array(float),1
numpy.array(int),2
numpy.array(numpy.float64),2
"numpy.array(list[Union[float, str]])",1
"numpy.asanyarray(a=list[list[int]], dtype=Type[builtins.float])",2
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], int]] = float",4
"numpy.asanyarray(a=list[list[Union[float, int]]], dtype=Type[builtins.float])",1
"numpy.asanyarray(a=list[list[Union[float, int, int]]], dtype=Type[builtins.float])",1
"numpy.array(list[list[Union[float, int, int]]])",2
"numpy.array(list[tuple[Union[float, numpy.float64], Union[float, numpy.float64], Union[float, numpy.float64], Union[float, int, numpy.float64]]])",1
"numpy.asanyarray(a=list[Union[list[Union[float, int]], str]], dtype=Type[builtins.float])",1
"numpy.array(list[Union[list[Union[float, int]], str]])",1
"numpy.linspace(start=float, stop=int)",1
"numpy.ndarray[tuple[slituple[numpy.float64, int]e[NoneType, NoneType, NoneType], int]] = tuple[numpy.float64, int]",1
numpy.int64 * float,3
numpy.int64 - numpy.float64,5
numpy.cumsum,1
"numpy.cumsum(a=numpy.ndarray, axis=numpy.dtype, dtype=int)",1
numpy.ma.core.masked_invalid(a=float),1
numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState),3
numpy.vstack(tup=tuple[numpy.ndarray]),1
numpy.ma.core.masked_invalid(a=builtins.range),3
numpy.ndarray /= int,2
numpy.zeros_like(a=numpy.ndarray),15
numpy.ndarray[numpy.ndarray] = numpy.ndarray,43
numpy.cumsum(a=numpy.ndarray),4
"numpy.random.mtrand.RandomState.lognormal(numpy.random.mtrand.RandomState, mean=tuple[int, int], sigma=float, size=float)",1
numpy.sqrt(int),7
numpy.isreal(x=float),1
numpy.hstack(tup=list[numpy.ndarray]),8
"numpy.clip(a=numpy.float64, a_max=float, a_min=float)",1
numpy.ndarray * numpy.int64,1
"numpy.full(dtype=Type[numpy.float64], fill_value=numpy.int64, shape=int)",1
numpy.int64 - float,5
numpy.int64 != str,1
numpy.random.lognormal,1
"numpy.percentile(a=numpy.ndarray, q=list[int])",2
numpy.isscalar(element=list[int]),3
float * numpy.int64,1
"numpy.ndarray[slituple[numpy.float64, numpy.float64]e[NoneType, NoneType, NoneType]] = tuple[numpy.float64, numpy.float64]",1
numpy.array(list[numpy.int64]),1
numpy.int16,5
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int16])",3
numpy.ndarray.mean(numpy.ndarray),5
numpy.column_stack(tup=list[list[numpy.float64]]),1
"numpy.append(arr=numpy.ndarray, axis=int, values=list[tuple[int, int]])",1
numpy.atleast_1d(arys=tuple[list[numpy.int64]]),1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, size=tuple[int, int])",1
numpy.median,1
"numpy.percentile(a=numpy.ndarray, q=list[float])",2
numpy.random.randint,2
"numpy.median(a=numpy.ndarray, axis=builtins.bool, overwrite_input=int)",1
"numpy.hstack(tup=list[Union[int, numpy.ndarray]])",4
"numpy.isscalar(element=tuple[int, int])",1
numpy.isscalar(element=list[float]),1
"numpy.ravel(a=list[Union[NoneType, float]])",1
"numpy.array(list[int], dtype=Type[numpy.float64])",1
numpy.ravel(a=list[int]),1
numpy.shape(a=list[list[int]]),3
numpy.int64 <= numpy.float64,3
"numpy.array(list[Union[numpy.float64, numpy.int64]])",1
numpy.random.normal,19
"numpy.percentile(a=numpy.ndarray, q=list)",1
numpy.shape(a=list[list]),2
numpy.asarray(a=list[list[float]]),1
"numpy.asarray(a=tuple[tuple[numpy.float64, numpy.int64], tuple[numpy.float64, numpy.int64]], dtype=Type[builtins.float])",1
"numpy.random.mtrand.RandomState.normal(numpy.random.mtrand.RandomState, int, int, int)",2
