function,count
"numpy.zeros(tuple[int], dtype=Type[builtins.bool])",5
"numpy.ndarray[slilist[slice[NoneType, int, int]]e[NoneType, NoneType, NoneType]] = list[slice[NoneType, int, int]]",1
"numpy.where(numpy.ndarray, str, numpy.ndarray)",2
"numpy.asarray(a=list[numpy.ndarray], dtype=Type[builtins.object])",1
"numpy.ndarray[slilist[Union[NoneType, float, str]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, float, str]]",1
"numpy.ndarray[slilist[numpy.str_]e[NoneType, NoneType, NoneType]] = list[numpy.str_]",1
"numpy.array(list[Union[float, str]], dtype=Type[numpy.object_])",2
"numpy.array(list[Union[NoneType, builtins.bool, datetime.datetime, float, int, str]], dtype=Type[builtins.object])",2
"numpy.array(list[Union[builtins.bool, float]], dtype=Type[numpy.object_])",3
"numpy.array(list[str], dtype=Type[numpy.object_])",22
numpy.dtype == Type[builtins.object],39
numpy.bool_(builtins.bool),9
"numpy.array(list[Union[NoneType, builtins.bool, datetime.datetime, float, int, str]], dtype=Type[numpy.object_])",1
"numpy.ndarray[slilist[Union[NoneType, builtins.bool, datetime.datetime, float, int, str]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, builtins.bool, datetime.datetime, float, int, str]]",1
"numpy.ndarray[slilist[Union[NoneType, str]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, str]]",1
"numpy.asarray(a=list[Union[NoneType, str]], dtype=str)",1
numpy.ndarray[numpy.ndarray] = pandas._libs.missing.NAType,4
"numpy.asarray(a=pandas.core.arrays.string_.StringArray, dtype=NoneType)",1
"numpy.array(pandas.core.arrays.string_.StringArray, copy=numpy.dtype, dtype=builtins.bool)",1
"numpy.asarray(a=list[Union[NoneType, int]], dtype=Type[builtins.object])",2
"numpy.asarray(a=list[Union[float, str]], dtype=str)",1
numpy.asarray(a=pandas.core.arrays.string_.StringArray),3
"numpy.asarray(a=list[Union[builtins.bool, float]], dtype=Type[builtins.object])",2
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.object], copy=builtins.bool)",1
numpy.str_,4
"numpy.ndarray.reshape(numpy.ndarray, int)",2
"numpy.array(list, copy=numpy.dtype, dtype=builtins.bool)",2
"numpy.ndarray[slilist[Union[float, list, list[str]]]e[NoneType, NoneType, NoneType]] = list[Union[float, list, list[str]]]",1
"numpy.ndarray[slilist[Union[float, list[str]]]e[NoneType, NoneType, NoneType]] = list[Union[float, list[str]]]",1
"numpy.ndarray[slilist[list[str]]e[NoneType, NoneType, NoneType]] = list[list[str]]",1
int == numpy.int64,32
numpy.isnan(int),2
"numpy.ndarray[slilist[Union[NoneType, float, tuple[str, str, str]]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, float, tuple[str, str, str]]]",1
"numpy.ndarray[slilist[Union[float, tuple[str, str, str]]]e[NoneType, NoneType, NoneType]] = list[Union[float, tuple[str, str, str]]]",1
"numpy.array(list[Union[NoneType, float, tuple[str, str, str]]], dtype=Type[builtins.object])",1
"numpy.array(list[tuple[str, str, str]])",1
"numpy.ndarray[slilist[Union[builtins.set, dict, list[int], tuple[int, int, int]]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.set, dict, list[int], tuple[int, int, int]]]",1
"numpy.ndarray[slilist[tuple[tuple[int, int]]]e[NoneType, NoneType, NoneType]] = list[tuple[tuple[int, int]]]",1
numpy.dtype(Type[numpy.bool_]),4
"Type[numpy.tuple[Type[builtins.object], Type[numpy.object_], str, str]ool_] in tuple[Type[builtins.object], Type[numpy.object_], str, str]",1
"numpy.array(list[builtins.bool], copy=numpy.dtype, dtype=builtins.bool)",1
"numpy.ndarray[slilist[Union[tuple[int, int, int], tuple[int, int], tuple[int]]]e[NoneType, NoneType, NoneType]] = list[Union[tuple[int, int, int], tuple[int, int], tuple[int]]]",1
"numpy.ndarray[slilist[builtins.bytes]e[NoneType, NoneType, NoneType]] = list[builtins.bytes]",1
"numpy.ndarray[slilist[datetime.timedelta]e[NoneType, NoneType, NoneType]] = list[datetime.timedelta]",1
"numpy.asarray(a=numpy.ndarray, dtype=str)",4
pandas.core.arrays.numpy.dtypeoolean.BooleanDtype == numpy.dtype,1
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.integer])",4
pandas.core.arrays.string_.StringDtype != numpy.dtype,2
numpy.datetime_data(numpy.dtype),1
"numpy.full(fill_value=builtins.bool, shape=int)",1
numpy.ndarray.__array_priority__,1
numpy.array(list[pandas.core.arrays.string_.StringDtype]),1
pandas.core.arrays.string_.StringDtype == numpy.dtype,1
"numpy.ndarray[slilist[numpy.dtype]e[NoneType, NoneType, NoneType]] = list[numpy.dtype]",1
numpy.ndarray &= pandas.core.series.Series,2
pandas.core.arrays.integer.Int64Dtype == numpy.dtype,2
"numpy.empty_like(numpy.ndarray, dtype=str)",2
numpy.ndarray | builtins.bool,3
numpy.empty_like,5
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int64], copy=builtins.bool)",4
"numpy.array(list[Union[NoneType, int]], copy=builtins.bool)",3
"numpy.asarray(a=list[Union[NoneType, builtins.bool]], dtype=Type[builtins.object])",2
"numpy.empty(int, dtype=Type[numpy.float64])",3
"numpy.ndarray.take(numpy.ndarray, list[int])",5
"numpy.empty(int, dtype=Type[numpy.float32])",2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint64])",3
"numpy.empty(int, dtype=Type[numpy.uint64])",2
"numpy.ndarray.take(numpy.ndarray, numpy.ndarray, axis=numpy.ndarray, out=int)",1
"numpy.ndarray.take(numpy.ndarray, list[int], out=numpy.ndarray)",1
numpy.uint64(),2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint32])",3
"numpy.empty(int, dtype=Type[numpy.uint32])",2
numpy.uint32(),2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint16])",3
"numpy.empty(int, dtype=Type[numpy.uint16])",2
numpy.uint16(),1
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint8])",3
"numpy.empty(int, dtype=Type[numpy.uint8])",2
numpy.uint8(),2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int32])",7
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int16])",3
"numpy.empty(int, dtype=Type[numpy.int16])",1
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int8])",6
"numpy.empty(int, dtype=Type[numpy.int8])",1
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.object_])",4
"numpy.empty(int, dtype=Type[numpy.object_])",2
"numpy.empty(int, dtype=Type[builtins.bool])",2
numpy.int8(numpy.int16),1
numpy.ndarray.all,108
"numpy.can_cast(numpy.int16, numpy.dtype)",1
numpy.dtype == Type[numpy.int8],16
"numpy.promote_types(numpy.dtype, numpy.dtype)",3
numpy.int16(numpy.int16),1
numpy.int32 == int,3
numpy.int32(int),7
numpy.min_scalar_type(builtins.complex),2
numpy.complex128(real=builtins.complex),4
numpy.complex128 == builtins.complex,1
numpy.dtype == Type[numpy.complex128],16
numpy.ndarray[tuple[numpy.ndarray]] = numpy.complex128,1
numpy.complex128(real=int),1
numpy.complex128(real=float),1
numpy.complex128 == float,1
numpy.complex128(),1
"numpy.ndarray.take(numpy.ndarray, list[int], axis=int)",17
"numpy.ndarray[tuple[int, slifloate[NoneType, NoneType, NoneType]]] = float",2
"numpy.empty(tuple[int, int], dtype=Type[numpy.float32])",4
"numpy.empty(tuple[int, int], dtype=Type[numpy.uint64])",5
"numpy.ndarray.take(numpy.ndarray, list[int], axis=numpy.ndarray, out=int)",2
"numpy.empty(tuple[int, int], dtype=Type[numpy.uint32])",4
"numpy.empty(tuple[int, int], dtype=Type[numpy.uint16])",4
"numpy.empty(tuple[int, int], dtype=Type[numpy.uint8])",4
"numpy.empty(tuple[int, int], dtype=Type[numpy.int32])",4
"numpy.empty(tuple[int, int], dtype=Type[numpy.int16])",4
numpy.int16(),2
"numpy.empty(tuple[int, int], dtype=Type[numpy.int8])",4
numpy.int8(),2
numpy.ndarray != numpy.ndarray,10
"numpy.ndarray[tuple[list[int], slice[NoneType, NoneType, NoneType]]]",4
numpy.ndarray == numpy.int16,5
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], list[int]]]",5
numpy.min_scalar_type(numpy.int16),1
numpy.ndarray == float,5
"numpy.ndarray[tuple[numpy.ndarray, slinumpy.complex128e[NoneType, NoneType, NoneType]]] = numpy.complex128",1
"numpy.ndarray[tuple[int, slice[NoneType, NoneType, NoneType]]]",4
numpy.ndarray == builtins.complex,5
numpy.ndarray == str,9
"numpy.ndarray[tuple[slinumpy.complex128e[NoneType, NoneType, NoneType], numpy.ndarray]] = numpy.complex128",1
numpy.ndarray == builtins.bool,5
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.float64])",6
"numpy.prod(a=tuple[int, int, int])",1
"numpy.ndarray[tuple[numpy.ndarray, slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, NoneType, NoneType]]] = float",1
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], numpy.ndarray, slifloate[NoneType, NoneType, NoneType]]] = float",1
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, NoneType, NoneType], numpy.ndarray]] = float",1
"numpy.ndarray[tuple[int, slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, NoneType, NoneType]]] = float",1
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], int, slifloate[NoneType, NoneType, NoneType]]] = float",1
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, NoneType, NoneType], int]] = float",1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, tuple[int, int, int])",2
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.uint64])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.uint32])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.uint16])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.uint8])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.int64])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.int32])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.int16])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.int8])",3
"numpy.empty(tuple[int, int, int], dtype=Type[numpy.object_])",6
"numpy.empty(tuple[int, int, int], dtype=Type[builtins.bool])",3
"numpy.ndarray[tuple[list[int], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",2
"numpy.empty(tuple[int, int, int], dtype=numpy.dtype)",1
"numpy.ndarray[tuple[slinumpy.int8e[NoneType, NoneType, NoneType], numpy.ndarray, slinumpy.int8e[NoneType, NoneType, NoneType]]] = numpy.int8",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], list[int], slice[NoneType, NoneType, NoneType]]]",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], int, slice[NoneType, NoneType, NoneType]]]",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], list[int]]]",2
"numpy.ndarray[tuple[numpy.ndarray, slinumpy.int32e[NoneType, NoneType, NoneType], slinumpy.int32e[NoneType, NoneType, NoneType]]] = numpy.int32",1
"numpy.ndarray[tuple[int, slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.ndarray[tuple[slinumpy.int32e[NoneType, NoneType, NoneType], slinumpy.int32e[NoneType, NoneType, NoneType], numpy.ndarray]] = numpy.int32",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], int]]",1
"numpy.ndarray[tuple[numpy.ndarray, slinumpy.float64e[NoneType, NoneType, NoneType], slinumpy.float64e[NoneType, NoneType, NoneType]]] = numpy.float64",1
"numpy.ndarray[tuple[slinumpy.float64e[NoneType, NoneType, NoneType], numpy.ndarray, slinumpy.float64e[NoneType, NoneType, NoneType]]] = numpy.float64",1
"numpy.ndarray[tuple[slinumpy.float64e[NoneType, NoneType, NoneType], slinumpy.float64e[NoneType, NoneType, NoneType], numpy.ndarray]] = numpy.float64",1
"numpy.ndarray[tuple[slinumpy.complex128e[NoneType, NoneType, NoneType], numpy.ndarray, slinumpy.complex128e[NoneType, NoneType, NoneType]]] = numpy.complex128",1
"numpy.ndarray[tuple[slibuiltins.boole[NoneType, NoneType, NoneType], numpy.ndarray, slibuiltins.boole[NoneType, NoneType, NoneType]]] = builtins.bool",1
"numpy.ndarray[tuple[slistre[NoneType, NoneType, NoneType], numpy.ndarray, slistre[NoneType, NoneType, NoneType]]] = str",1
"numpy.ndarray[tuple[numpy.ndarray, slinumpy.complex128e[NoneType, NoneType, NoneType], slinumpy.complex128e[NoneType, NoneType, NoneType]]] = numpy.complex128",1
"numpy.ndarray[tuple[slinumpy.complex128e[NoneType, NoneType, NoneType], slinumpy.complex128e[NoneType, NoneType, NoneType], numpy.ndarray]] = numpy.complex128",1
"numpy.ndarray[tuple[numpy.ndarray, slibuiltins.boole[NoneType, NoneType, NoneType], slibuiltins.boole[NoneType, NoneType, NoneType]]] = builtins.bool",1
"numpy.ndarray[tuple[slibuiltins.boole[NoneType, NoneType, NoneType], slibuiltins.boole[NoneType, NoneType, NoneType], numpy.ndarray]] = builtins.bool",1
"numpy.ndarray[tuple[numpy.ndarray, slistre[NoneType, NoneType, NoneType], slistre[NoneType, NoneType, NoneType]]] = str",1
"numpy.ndarray[tuple[slistre[NoneType, NoneType, NoneType], slistre[NoneType, NoneType, NoneType], numpy.ndarray]] = str",1
"numpy.ndarray[tuple[numpy.ndarray, sliinte[NoneType, NoneType, NoneType], sliinte[NoneType, NoneType, NoneType]]] = int",1
"numpy.ndarray[tuple[sliinte[NoneType, NoneType, NoneType], sliinte[NoneType, NoneType, NoneType], numpy.ndarray]] = int",1
"numpy.ndarray[tuple[numpy.ndarray, slibuiltins.complexe[NoneType, NoneType, NoneType], slibuiltins.complexe[NoneType, NoneType, NoneType]]] = builtins.complex",1
"numpy.ndarray[tuple[slibuiltins.complexe[NoneType, NoneType, NoneType], slibuiltins.complexe[NoneType, NoneType, NoneType], numpy.ndarray]] = builtins.complex",1
"numpy.array(list[int], dtype=Type[builtins.bool])",2
"numpy.array(list[list[int]], dtype=Type[builtins.bool])",1
numpy.float32,40
numpy.empty_like(numpy.ndarray),7
"numpy.ndarray[tuple[list[int], sliinte[NoneType, NoneType, NoneType]]] = int",1
numpy.datetime64(numpy.datetime64),1
"numpy.ndarray[tuple[sliinte[NoneType, NoneType, NoneType], list[int]]] = int",1
numpy.array(list[list[int]]),21
"numpy.asarray(a=list[int], dtype=Type[numpy.int64])",9
"numpy.asarray(a=list, dtype=Type[numpy.int64])",3
"numpy.arange(int, int)",50
numpy.array(numpy.datetime64),5
numpy.bool_uiltins.numpy.bool_ool | numpy.bool_,1
numpy.any(a=builtins.bool),7
"numpy.array(list[pandas._libs.tslibs.timestamps.Timestamp], dtype=Type[builtins.object])",16
numpy.array(pandas._libs.tslibs.timestamps.Timestamp),2
numpy.array(list[pandas.core.dtypes.dtypes.DatetimeTZDtype]),1
"numpy.zeros(tuple[int], dtype=Type[numpy.bool_])",1
"numpy.ones(dtype=Type[builtins.bool], shape=tuple[int])",3
"numpy.zeros(tuple[int, int], dtype=Type[numpy.bool_])",1
numpy.ndim(a=builtins.object),1
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype, casting=builtins.bool, copy=str)",1
pandas.core.arrays.datetimes.DatetimeArray == numpy.ndarray,3
numpy.ndarray == pandas.core.arrays.datetimes.DatetimeArray,2
pandas.core.arrays.datetimes.DatetimeArray > numpy.ndarray,2
numpy.ndarray <= pandas.core.arrays.datetimes.DatetimeArray,1
numpy.ndarray >= pandas.core.arrays.datetimes.DatetimeArray,1
pandas.core.arrays.datetimes.DatetimeArray != numpy.ndarray,2
numpy.ndarray != pandas.core.arrays.datetimes.DatetimeArray,1
pandas.core.arrays.datetimes.DatetimeArray <= numpy.ndarray,3
pandas.core.arrays.datetimes.DatetimeArray >= numpy.ndarray,3
numpy.ndarray > pandas.core.arrays.datetimes.DatetimeArray,2
numpy.ndim(a=list[pandas._libs.tslibs.timedeltas.Timedelta]),2
"numpy.array(list[pandas._libs.tslibs.timedeltas.Timedelta], copy=builtins.bool)",3
"numpy.array(list[Union[int, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timestamps.Timestamp]])",2
numpy.array(pandas.core.series.Series),15
numpy.ndarray[numpy.ndarray] = builtins.bool,24
"numpy.ndarray[slilist[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]]",1
"numpy.ndarray[slilist[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timedeltas.Timedelta]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timedeltas.Timedelta]]",1
"numpy.ndarray[slilist[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.period.Period]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.period.Period]]",1
numpy.ndim(a=pandas.core.frame.DataFrame),1
"numpy.asarray(a=pandas.core.series.Series, dtype=NoneType)",2
numpy.array(list[pandas.core.dtypes.dtypes.PeriodDtype]),1
numpy.asarray(a=pandas.core.arrays.period.PeriodArray),6
"numpy.array(list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.period.Period]], dtype=Type[builtins.object])",2
"numpy.array(pandas.core.arrays.timedeltas.TimedeltaArray, copy=builtins.bool)",3
"numpy.ndarray[slilist[Union[pandas._libs.tslibs.timestamps.Timestamp, str]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.tslibs.timestamps.Timestamp, str]]",1
numpy.ndim(a=pandas._libs.tslibs.nattype.NaTType),1
numpy.ndim(a=pandas.core.series.Series),1
"numpy.datetime64(str, str)",15
numpy.array(pandas.core.indexes.datetimes.DatetimeIndex),7
pandas.core.indexes.datetimes.DatetimeIndex > numpy.datetime64,1
pandas.core.indexes.datetimes.DatetimeIndex <= numpy.datetime64,1
"numpy.ndim(a=list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]])",1
"numpy.asarray(a=list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]])",1
"numpy.ndim(a=list[Union[pandas._libs.tslibs.nattype.NaTType, str]])",2
numpy.ndarray >= pandas.core.indexes.datetimes.DatetimeIndex,1
pandas.core.indexes.datetimes.DatetimeIndex == numpy.ndarray,5
pandas.core.indexes.datetimes.DatetimeIndex != numpy.ndarray,2
numpy.asarray(a=list[pandas._libs.tslibs.timestamps.Timestamp]),5
numpy.ndarray == pandas.core.indexes.datetimes.DatetimeIndex,2
numpy.all(a=pandas.core.series.Series),7
pandas.core.series.Series == numpy.ndarray,7
numpy.ndarray == pandas.core.series.Series,2
numpy.all(a=pandas.core.frame.DataFrame),6
numpy.bool_.dtype,4
numpy.ndarray == pandas.core.frame.DataFrame,2
pandas.core.frame.DataFrame == numpy.ndarray,6
"numpy.asarray(a=list[Union[pandas._libs.tslibs.nattype.NaTType, str]])",2
pandas.core.indexes.datetimes.DatetimeIndex > numpy.ndarray,1
"numpy.array(list[Union[pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timestamps.Timestamp]])",2
pandas.core.indexes.datetimes.DatetimeIndex >= numpy.ndarray,1
numpy.ndarray[str],30
numpy.int64 % int,5
"numpy.broadcast_to(array=int, shape=tuple[int, int])",1
pandas.core.indexes.datetimes.DatetimeIndex + numpy.timedelta64,5
pandas.core.series.Series + numpy.timedelta64,6
pandas.core.frame.DataFrame + numpy.timedelta64,7
pandas.core.arrays.datetimes.DatetimeArray + numpy.timedelta64,3
pandas.core.indexes.datetimes.DatetimeIndex += numpy.timedelta64,1
pandas.core.arrays.datetimes.DatetimeArray += numpy.timedelta64,1
"numpy.ndarray[slice[NoneType, NoneType, NoneType]]",11
"numpy.ndarray[slinumpy.ndarraye[NoneType, NoneType, NoneType]] = numpy.ndarray",11
pandas.core.series.Series += numpy.timedelta64,1
pandas.core.frame.DataFrame += numpy.timedelta64,1
pandas.core.series.Series - numpy.timedelta64,7
pandas.core.arrays.datetimes.DatetimeArray - numpy.timedelta64,3
-numpy.timedelta64,2
pandas.core.indexes.datetimes.DatetimeIndex - numpy.timedelta64,2
pandas.core.frame.DataFrame - numpy.timedelta64,4
pandas.core.indexes.datetimes.DatetimeIndex -= numpy.timedelta64,1
pandas.core.frame.DataFrame -= numpy.timedelta64,2
pandas.core.arrays.datetimes.DatetimeArray -= numpy.timedelta64,1
pandas.core.series.Series -= numpy.timedelta64,2
numpy.timedelta64 + pandas.core.indexes.datetimes.DatetimeIndex,2
"numpy.timedelta64(int, str)",97
numpy.timedelta64 + pandas.core.series.Series,7
numpy.timedelta64 + pandas.core.frame.DataFrame,5
"numpy.empty(tuple[int], dtype=str)",6
"numpy.ndarray[sliinte[NoneType, NoneType, NoneType]] = int",4
numpy.timedelta64.dtype,6
Type[numpy.timedelta64].__name__,3
numpy.timedelta64 - pandas.core.indexes.datetimes.DatetimeIndex,1
numpy.timedelta64(str),20
"numpy.broadcast_to(array=numpy.timedelta64, shape=tuple[int])",1
"numpy.generic.astype(numpy.timedelta64, str)",8
numpy.timedelta64 - pandas.core.series.Series,4
"numpy.broadcast_to(array=numpy.timedelta64, shape=tuple[int, int])",1
numpy.timedelta64 - pandas.core.frame.DataFrame,4
numpy.timedelta64 - pandas.core.arrays.datetimes.DatetimeArray,1
numpy.timedelta64 + pandas.core.arrays.datetimes.DatetimeArray,1
numpy.ndarray + pandas.core.indexes.datetimes.DatetimeIndex,5
"numpy.linspace(dtype=str, num=int, start=int, stop=int)",1
numpy.ndarray - pandas.core.indexes.datetimes.DatetimeIndex,4
pandas.core.series.Series + numpy.ndarray,10
numpy.ndarray + pandas.core.series.Series,8
pandas.core.series.Series - numpy.ndarray,5
numpy.ndarray - pandas.core.series.Series,9
pandas.core.frame.DataFrame + numpy.ndarray,9
numpy.ndarray[int] = pandas.core.arrays.datetimes.DatetimeArray,1
numpy.ndarray + pandas.core.frame.DataFrame,7
pandas.core.frame.DataFrame - numpy.ndarray,8
numpy.ndarray - pandas.core.frame.DataFrame,9
pandas.core.arrays.datetimes.DatetimeArray + numpy.ndarray,9
numpy.ndarray - pandas.core.arrays.datetimes.DatetimeArray,5
pandas.core.indexes.datetimes.DatetimeIndex - numpy.ndarray,6
numpy.dtype(pandas._libs.tslibs.timedeltas.Timedelta),1
pandas.core.indexes.datetimes.DatetimeIndex + numpy.ndarray,8
numpy.ndarray + pandas.core.arrays.datetimes.DatetimeArray,5
pandas.core.arrays.datetimes.DatetimeArray - numpy.ndarray,9
pandas.core.frame.DataFrame - numpy.datetime64,3
pandas.core.arrays.datetimes.DatetimeArray - numpy.datetime64,1
numpy.datetime64.dtype,7
pandas.core.indexes.datetimes.DatetimeIndex - numpy.datetime64,5
numpy.datetime64 - pandas.core.indexes.datetimes.DatetimeIndex,1
pandas.core.series.Series - numpy.datetime64,2
numpy.datetime64 - pandas.core.series.Series,4
numpy.dtype(pandas._libs.tslibs.timestamps.Timestamp),1
numpy.datetime64 - pandas.core.frame.DataFrame,4
numpy.datetime64 - pandas.core.arrays.datetimes.DatetimeArray,1
"numpy.zeros(tuple[int], dtype=Type[numpy.int64])",2
"numpy.array(list[pandas._libs.tslibs.nattype.NaTType], copy=builtins.bool)",2
numpy.ndarray[int] = pandas.core.arrays.timedeltas.TimedeltaArray,1
numpy.dtype(pandas._libs.tslibs.period.Period),1
numpy.dtype(datetime.time),1
"numpy.ndarray[slilist[datetime.time]e[NoneType, NoneType, NoneType]] = list[datetime.time]",1
numpy.array(list[datetime.time]),3
numpy.dtype(pandas.tseries.offsets.Second),1
numpy.dtype(pandas.tseries.offsets.DateOffset),1
numpy.dtype(pandas.tseries.offsets.YearBegin),1
numpy.dtype(pandas.tseries.offsets.YearEnd),1
numpy.dtype(pandas.tseries.offsets.MonthBegin),1
"numpy.where(numpy.ndarray, int, int)",12
pandas.core.arrays.datetimes.DatetimeArray += numpy.ndarray,1
numpy.dtype(pandas.tseries.offsets.Week),1
numpy.dtype(pandas.tseries.offsets.BusinessDay),1
numpy.dtype(pandas.tseries.offsets.QuarterEnd),1
numpy.datetime64(datetime.date),1
"numpy.busday_offset(numpy.datetime64, int, busdaycal=str, roll=numpy.busdaycalendar)",1
numpy.busday_offset,1
"numpy.generic.astype(numpy.datetime64, Type[datetime.datetime])",1
numpy.ndarray + pandas.tseries.offsets.CustomBusinessDay,1
numpy.dtype(pandas.tseries.offsets.CustomBusinessDay),1
"numpy.is_busday(numpy.datetime64, busdaycal=numpy.busdaycalendar)",1
numpy.is_busday,1
numpy.ndarray + pandas.tseries.offsets.CustomBusinessMonthEnd,1
numpy.dtype(pandas.tseries.offsets.CustomBusinessMonthEnd),1
numpy.ndarray + pandas.tseries.offsets.CustomBusinessMonthBegin,1
numpy.dtype(pandas.tseries.offsets.CustomBusinessMonthBegin),1
numpy.dtype(pandas.tseries.offsets.BusinessMonthBegin),1
numpy.dtype(pandas.tseries.offsets.BusinessHour),1
numpy.ndarray + pandas.tseries.offsets.BusinessHour,1
numpy.dtype(pandas.tseries.offsets.BYearBegin),1
numpy.dtype(pandas.tseries.offsets.BQuarterBegin),1
numpy.ndarray + pandas.tseries.offsets.Easter,1
numpy.ndarray + pandas.tseries.offsets.DateOffset,1
numpy.dtype(pandas.tseries.offsets.SemiMonthBegin),1
numpy.dtype(pandas.tseries.offsets.BusinessMonthEnd),1
numpy.dtype(pandas.tseries.offsets.BYearEnd),1
numpy.ndarray + pandas.tseries.offsets.LastWeekOfMonth,1
numpy.dtype(pandas.tseries.offsets.LastWeekOfMonth),1
numpy.ndarray + pandas.tseries.offsets.FY5253Quarter,1
numpy.ndarray + pandas.tseries.offsets.FY5253,1
numpy.dtype(pandas.tseries.offsets.FY5253),1
numpy.ndarray + pandas.tseries.offsets.WeekOfMonth,1
numpy.dtype(pandas.tseries.offsets.Easter),1
numpy.dtype(pandas.tseries.offsets.MonthEnd),1
numpy.dtype(pandas.tseries.offsets.SemiMonthEnd),1
numpy.dtype(pandas.tseries.offsets.QuarterBegin),1
numpy.dtype(pandas.tseries.offsets.FY5253Quarter),1
numpy.dtype(pandas.tseries.offsets.WeekOfMonth),1
"numpy.array(list[Union[pandas.tseries.offsets.Day, pandas.tseries.offsets.MonthEnd]])",2
"numpy.ndarray[slilist[pandas._libs.tslibs.nattype.NaTType]e[NoneType, NoneType, NoneType]] = list[pandas._libs.tslibs.nattype.NaTType]",1
numpy.ndim(a=list[pandas._libs.tslibs.nattype.NaTType]),2
numpy.ndarray[int] = numpy.datetime64,2
"numpy.array(list[Union[pandas._libs.tslibs.timestamps.Timestamp, str]], dtype=str)",1
"numpy.generic.astype(numpy.datetime64, str)",11
numpy.ndim(a=pandas._libs.tslibs.timedeltas.Timedelta),2
"numpy.array(list[pandas._libs.tslibs.timestamps.Timestamp], dtype=str)",2
numpy.array(numpy.timedelta64),3
numpy.ndarray[int] = numpy.timedelta64,3
"numpy.timedelta64(str, str)",9
numpy.ndarray * pandas.core.arrays.datetimes.DatetimeArray,1
numpy.ndarray / pandas.core.arrays.datetimes.DatetimeArray,1
pandas.core.series.Series / numpy.ndarray,7
numpy.ndarray / pandas.core.series.Series,6
numpy.int64 / pandas.core.arrays.datetimes.DatetimeArray,1
numpy.dtype(int),2
