function,count
numpy.float64 / numpy.float64,4
numpy.float64 > int,1
numpy.float64 * int,3
numpy.float64 in builtins.frozenset,1
numpy.isnan(numpy.float64),2
numpy.uint8,4
numpy.dtype(Type[numpy.uint8]),1
numpy.prod(a=list[numpy.float64]),2
numpy.float64 != int,1
numpy.float64 * numpy.float64,2
numpy.float64 // int,1
numpy.float64 != numpy.float64,2
builtins.float.is_integer(self=numpy.float64),1
numpy.dtype(Type[numpy.float32]),1
"numpy.ndarray[slice[int, int, NoneType]]",5
"numpy.array(list[int], copy=builtins.bool)",1
numpy.ndarray | numpy.ndarray,1
numpy.ndarray %= int,1
numpy.ndarray.ravel(numpy.ndarray),9
"numpy.empty(tuple[int, int])",2
Type[numpy.int64] in builtins.set,1
"numpy.ndarray[tuple[list[int], list[int]]]",3
"numpy.ndarray.transpose(numpy.ndarray, list[int])",3
numpy.ndarray[tuple[list[int]]] = numpy.ndarray,1
"numpy.searchsorted(a=list[int], side=str, v=int)",1
"numpy.ndarray[tuple[list[int], slice[NoneType, NoneType, NoneType], list[int], list[int]]]",2
"numpy.empty(tuple[int, int, int, int])",1
"numpy.ndarray[tuple[list[int], slinumpy.ndarraye[NoneType, NoneType, NoneType]]] = numpy.ndarray",1
"numpy.ndarray[tuple[list[int], slice[NoneType, NoneType, NoneType], list[int], slice[NoneType, NoneType, NoneType]]]",2
"numpy.empty(tuple[int, int, int], dtype=numpy.dtype)",2
"numpy.ndarray[tuple[list[int], slinumpy.ndarraye[NoneType, NoneType, NoneType], slinumpy.ndarraye[NoneType, NoneType, NoneType]]] = numpy.ndarray",1
"numpy.ndarray[tuple[list[int], list[int], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",2
"numpy.ndarray[tuple[list[int], list[int], list[int], list[int]]]",2
"numpy.array(list, copy=builtins.bool)",1
"numpy.ndarray[tuple[list[int], list[int], list[int], slice[NoneType, NoneType, NoneType]]]",1
"numpy.array(numpy.ndarray, copy=builtins.bool)",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], list[int], list[int]]]",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], list[int], slice[NoneType, NoneType, NoneType], list[int]]]",2
"numpy.asanyarray(a=list[Union[float, int]])",1
numpy.floating,1
numpy.intp,20
"numpy.allclose(a=numpy.ndarray, b=numpy.ndarray)",7
numpy.flatnonzero(a=numpy.ndarray),2
numpy.ndarray[numpy.ndarray],18
numpy.int64 <= int,3
"numpy.ndarray[tuple[list[int], slice[NoneType, NoneType, NoneType]]]",2
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[NoneType, NoneType, int]]]",1
"numpy.array(list[list[int]], copy=builtins.bool)",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType]]",9
numpy.ndarray[tuple[list[int]]],2
"numpy.arange(int, int, int)",2
numpy.memmap,1
"numpy.memmap(dtype=tuple[int], filename=str, mode=str, shape=numpy.dtype)",1
numpy.memmap in dict,1
"numpy.save(arr=numpy.memmap, file=str)",1
"numpy.load(file=str, mmap_mode=str)",1
numpy.memmap._mmap,1
"numpy.flatiter[int] = tuple[str, int, int, int]",1
numpy.save,1
numpy.load,2
Type[numpy.memmap].__module__,1
numpy.memmap.shape,1
"numpy.ndarray[tuple[slinumpy.memmape[int, int, NoneType], slinumpy.memmape[int, int, NoneType], slinumpy.memmape[int, int, NoneType]]] = numpy.memmap",1
numpy.ndarray.view(numpy.ndarray),1
numpy.ascontiguousarray(a=numpy.ndarray),2
"numpy.ndarray.view(numpy.ndarray, numpy.dtype)",2
numpy.asfortranarray(a=numpy.ndarray),1
"numpy.ndarray.sum(numpy.ndarray, axis=int)",12
"numpy.ndarray[tuple[NoneType, slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType]]",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType, NoneType]]",2
"numpy.allclose(a=tuple[float, float, float], b=tuple[float, float, float], equal_nan=builtins.bool)",1
"numpy.array(list[int], dtype=numpy.dtype)",3
numpy.ones(shape=int),16
"numpy.timedelta64(int, str)",2
Type[numpy.timedelta64].__module__,1
Type[numpy.integer] in dict,1
Type[numpy.generic] in dict,1
numpy.timedelta64.shape,1
numpy.timedelta64.ndim,1
numpy.timedelta64 in dict,1
numpy.ndarray / numpy.timedelta64,1
"numpy.array(list[list[dask.delayed.Delayed]], dtype=Type[builtins.object])",1
"numpy.array(dask.delayed.Delayed, dtype=Type[builtins.object])",1
"numpy.cumsum(a=numpy.ndarray, axis=int)",3
numpy.full,1
numpy.ndarray.cumsum(numpy.ndarray),1
numpy.ma,50
numpy.ma.masked_array,18
numpy.cumprod,1
numpy.cumprod(a=numpy.ndarray),1
"numpy.cumprod(a=numpy.ndarray, axis=int)",4
numpy.nancumsum(a=numpy.ndarray),2
"numpy.nancumsum(a=numpy.ndarray, axis=int)",7
numpy.nancumprod(a=numpy.ndarray),2
"numpy.nancumprod(a=numpy.ndarray, axis=int)",7
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, int)",4
numpy.random.mtrand.RandomState(int),7
numpy.random.mtrand.RandomState.rand,3
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int)",1
numpy.ndarray[numpy.ndarray] = float,4
"numpy.ndarray.cumsum(numpy.ndarray, axis=int)",2
numpy.cumsum,1
numpy.cumsum(a=numpy.ndarray),6
numpy.ndarray.cumsum,1
numpy.ndarray.cumprod,1
"numpy.ndarray.cumprod(numpy.ndarray, axis=int)",2
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int)",14
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int, int])",22
"numpy.float64[tuple[builtins.ellipsis, NoneType, NoneType, NoneType]]",1
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int, int)",3
numpy.AxisError(axis=str),2
numpy.where,1
"numpy.where(numpy.ndarray, int, numpy.ndarray)",3
numpy.ndarray % int,3
numpy.ndarray[numpy.ndarray] = int,3
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int32])",1
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int16])",1
numpy.dtype(Type[numpy.int16]),1
"numpy.ones(shape=tuple[int, int, int])",4
"numpy.ndarray.sum(numpy.ndarray, axis=tuple[int, int])",3
"numpy.random.mtrand.RandomState.random_sample(numpy.random.mtrand.RandomState, size=tuple[int, int, int])",1
"numpy.ndarray.dot(numpy.ndarray, dask.array.core.Array)",1
str % numpy.float64,2
numpy.ndarray.__name__,1
numpy.ufunc in dict,2
"numpy.full_like(a=numpy.ndarray, dtype=Type[numpy.float64], fill_value=numpy.int64, shape=tuple[int])",1
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int64])",7
"numpy.ndarray.sum(numpy.ndarray, axis=tuple[int], dtype=numpy.dtype, keepdims=builtins.bool)",6
"numpy.ndarray[tuple[builtins.ellipsis, int]]",2
numpy.float64 + numpy.float64,6
numpy.float64 <= int,4
"numpy.generic.astype(numpy.float64, numpy.dtype)",2
"numpy.isnan(tuple[float, float])",9
numpy.full_like,1
"numpy.sum(a=numpy.ndarray, axis=tuple[int], dtype=numpy.dtype, keepdims=builtins.bool)",7
numpy.ndarray - numpy.ndarray,8
"numpy.true_divide(numpy.ndarray, numpy.ndarray, NoneType)",1
numpy.float64 - int,4
"numpy.true_divide(numpy.float64, numpy.float64, NoneType)",1
numpy.sqrt(numpy.float64),3
"numpy.allclose(a=numpy.float64, b=numpy.float64, equal_nan=builtins.bool)",1
"numpy.ndarray.std(numpy.ndarray, keepdims=builtins.bool)",1
"numpy.ndarray.sum(numpy.ndarray, axis=builtins.bool, keepdims=int)",2
"numpy.promote_types(numpy.dtype, numpy.dtype)",1
numpy.__version__,1
numpy.isnan(tuple[float]),5
numpy.ndarray.tolist,1
numpy.asanyarray(a=list),2
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.floating])",1
numpy.ones(shape=tuple[int]),1
numpy.asanyarray(a=list[tuple[int]]),1
numpy.ndarray * list[int],1
"numpy.ndarray * tuple[int, int, int]",1
"numpy.asarray(a=tuple[int, int, int])",1
"numpy.array(list[tuple[str, int]], dtype=Type[builtins.object])",1
"numpy.array(tuple[int, int, int, int, int])",1
"numpy.ndarray[tuple[slice[NoneType, int, NoneType]]]",3
numpy.ndarray[tuple[numpy.ndarray]],4
"numpy.ndarray[tuple[slice[int, int, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.array(tuple[int, int, int, int])",2
"numpy.ndarray[tuple[slice[int, int, NoneType], slice[NoneType, int, NoneType]]]",1
"numpy.array(list[list[tuple[str, int, int]]], dtype=Type[builtins.object])",1
"numpy.array(list[list[list[tuple[str, int, int, int]]]], dtype=Type[builtins.object])",1
"numpy.ndarray[slice[NoneType, NoneType, NoneType]]",1
numpy.isscalar(element=scipy.sparse.csr.csr_matrix),3
numpy.ndarray.flatten(numpy.ndarray),1
numpy.matrix.all,2
numpy.ndarray + numpy.float64,9
numpy.ndarray.max(numpy.ndarray),7
numpy.array(list[numpy.int64]),3
"numpy.mean(a=numpy.ndarray, axis=int)",11
"numpy.empty(dtype=tuple[int], shape=numpy.dtype)",2
"numpy.linspace(num=int, start=int, stop=int)",5
numpy.isnan(tuple[int]),5
numpy.linspace,9
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",3
"numpy.ndarray[tuple[NoneType, NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1
numpy.isnan(numpy.int64),5
"numpy.median(a=tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64])",1
numpy.float64 *= numpy.int64,1
numpy.int64 + int,1
numpy.int64 - numpy.int64,2
int - numpy.int64,3
numpy.asarray,4
"numpy.asarray(a=tuple[int], dtype=Type[builtins.int])",1
numpy.dtype != Type[builtins.int],2
numpy.int64 / numpy.int64,1
numpy.float64 + float,1
int / numpy.float64,2
"numpy.cumsum(a=tuple[int, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64])",1
numpy.ndarray * numpy.float64,1
numpy.ndarray / numpy.int64,1
numpy.float64 + int,10
"numpy.ndarray[tuple[numpy.ndarray, slice[NoneType, NoneType, NoneType]]]",4
"numpy.asarray(a=tuple[int, int], dtype=Type[builtins.int])",1
"numpy.isnan(tuple[float, float, float, float, float])",1
"numpy.isnan(tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64])",1
int != numpy.int64,3
numpy.int64 // int,2
int >= numpy.int64,1
int -= numpy.int64,1
numpy.int64 % int,1
numpy.int64 <= numpy.int64,1
numpy.int64 -= numpy.int64,1
float * numpy.int64,1
"numpy.median(a=tuple[int, int, int, int, int, int, int, int, int, int])",1
builtins.function.__module__,3
"numpy.cov(m=dask.array.core.Array, y=dask.array.core.Array)",2
"numpy.full_like(a=numpy.ndarray, dtype=numpy.dtype, fill_value=numpy.int64, shape=tuple[int, int])",1
"numpy.dot(dask.array.core.Array, dask.array.core.Array)",1
numpy.dstack(tup=numpy.ndarray),1
"numpy.flip(axis=int, m=numpy.ndarray)",2
"numpy.flip(axis=int, m=dask.array.core.Array)",2
numpy.hstack(tup=dask.array.core.Array),1
"numpy.matmul(dask.array.core.Array, dask.array.core.Array)",1
numpy.mean(a=dask.array.core.Array),1
"numpy.sum(a=numpy.ndarray, axis=tuple[int, int], dtype=numpy.dtype, keepdims=builtins.bool)",7
numpy.stack(arrays=list[numpy.ndarray]),1
numpy.block(arrays=list[dask.array.core.Array]),1
numpy.sum(a=dask.array.core.Array),3
numpy.vstack(tup=numpy.ndarray),1
"numpy.promote_types(numpy.dtype, Type[builtins.float])",1
numpy.amin(a=dask.array.core.Array),1
numpy.amin(a=numpy.ndarray),8
numpy.round_(a=dask.array.core.Array),2
numpy.round,1
"numpy.round_(a=numpy.ndarray, decimals=int)",2
numpy.fft.fft(a=numpy.ndarray),3
"numpy.fft.fft(numpy.ndarray, axes=tuple[int])",1
"numpy.complex128[tuple[builtins.ellipsis, NoneType, NoneType]]",1
numpy.fft.fft2(a=numpy.ndarray),3
"numpy.fft.fft2(a=numpy.ndarray, axes=tuple[int, int])",4
"numpy.fft.fft2(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
numpy.min_scalar_type(numpy.ndarray),1
numpy.linalg.det(a=dask.array.core.Array),1
numpy.linalg.eigvals(a=numpy.ndarray),1
numpy.lib.mixins,1
numpy.isscalar(element=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray),4
"numpy.asarray(a=numpy.ndarray, dtype=numpy.dtype)",1
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple[Type[numpy.ndarray]], tuple[numpy.ndarray, numpy.ndarray], dict)",1
numpy.concatenate(list[dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray]),1
numpy.concatenate(list[dask.array.core.Array]),1
"numpy.concatenate(list[dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray], axis=int)",2
numpy.lib,1
numpy.lib.mixins.NDArrayOperatorsMixin,1
Type[numpy.lidict.mixins.NDArrayOperatorsMixin] in dict,1
"numpy.ndarray[tuple[slidask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArraye[int, int, NoneType], slidask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArraye[int, int, NoneType]]] = dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray",1
"numpy.asarray(a=numpy.dtype, dtype=numpy.ndarray)",1
"numpy.allclose(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, b=numpy.ndarray, equal_nan=builtins.bool)",1
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[numpy.ndarray, numpy.ndarray], dict)",1
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[list[dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray]], dict)",1
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[numpy.ndarray], dict)",1
"numpy.tensordot(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, axes=tuple[tuple[int], tuple[int]], b=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray)",1
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[numpy.ndarray, numpy.int64], dict)",1
"numpy.sum(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, axis=tuple[int], dtype=numpy.dtype, keepdims=builtins.bool)",2
"numpy.full_like(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, dtype=numpy.dtype, fill_value=numpy.int64, shape=tuple[int, int])",1
"numpy.transpose(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, axes=tuple[int, int])",1
"numpy.true_divide(dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, NoneType)",1
"numpy.dot(dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray)",1
numpy.dstack(tup=dask.array.core.Array),1
"numpy.ndarray[tuple[slidask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArraye[int, int, NoneType], slidask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArraye[int, int, NoneType], slidask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArraye[int, int, NoneType]]] = dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray",1
"numpy.flip(axis=int, m=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray)",1
numpy.hstack(tup=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray),1
numpy.mean(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray),1
"numpy.sum(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray, axis=tuple[int, int], dtype=numpy.dtype, keepdims=builtins.bool)",1
numpy.stack(arrays=list[dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray]),1
"numpy.stack(arrays=list[dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray], axis=int)",1
numpy.var(a=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray),1
numpy.vstack(tup=dask.array.core.Array),1
numpy.linalg.norm(x=dask.array.tests.test_array_function.test_unregistered_func.<locals>.EncapsulateNDArray),1
numpy.linalg.norm(x=dask.array.core.Array),1
numpy.sort,2
numpy.sort(a=numpy.ndarray),4
numpy.isscalar(element=numpy.dtype),2
numpy.isscalar(element=Type[numpy.ndarray]),1
numpy.float,1
"numpy.ndarray(dtype=tuple, shape=Type[builtins.float])",1
numpy.int32.ndim,3
"numpy.array(list[str], dtype=Type[builtins.object])",3
numpy.ndarray + str,3
"numpy.ndarray[tuple[NoneType, builtins.ellipsis]]",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], int, int]]",2
numpy.dtype != Type[numpy.int32],1
"numpy.array(list[list[int]], Type[numpy.int32])",1
Type[numpy.int32] in dict,2
"numpy.arange(int, int, int, Type[numpy.int32])",1
"numpy.ones(dtype=Type[numpy.float32], shape=tuple[int, int])",3
"numpy.ndarray(dtype=tuple, shape=Type[builtins.int])",1
numpy.linalg.qr(a=numpy.ndarray),3
numpy.vstack,2
numpy.linalg.qr,2
numpy.linalg.svd(a=numpy.ndarray),3
"numpy.ndarray.reshape(numpy.ndarray, int, int, int, int)",2
"numpy.ndarray.sum(numpy.ndarray, axis=NoneType)",3
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType, slice[NoneType, NoneType, NoneType]]]",2
numpy.array(list[list[list[int]]]),2
numpy.array(list[list[list[list[int]]]]),1
numpy.sum(a=numpy.ndarray),10
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, tuple[int, int])",21
numpy.empty_like(numpy.ndarray),4
"numpy.int32[tuple[builtins.ellipsis, NoneType, NoneType]]",1
numpy.asarray(a=dask.array.core.Array),2
numpy.zeros_like(a=numpy.ndarray),4
"numpy.full(dtype=numpy.dtype, fill_value=int, shape=tuple[int, int])",1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, list[int])",1
"numpy.ones(dtype=numpy.dtype, shape=list[int])",1
"numpy.full(dtype=numpy.dtype, fill_value=int, shape=list[int])",1
"numpy.asarray(a=tuple[int, int])",2
"numpy.zeros(tuple[int, int], dtype=numpy.dtype)",1
"numpy.full_like(a=numpy.ndarray, fill_value=int)",1
"numpy.empty(list[int], dtype=numpy.dtype)",1
"numpy.zeros(list[int], dtype=numpy.dtype)",1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, numpy.ndarray)",1
"numpy.empty(numpy.ndarray, dtype=numpy.dtype)",1
"numpy.ones(dtype=numpy.dtype, shape=numpy.ndarray)",1
"numpy.zeros(numpy.ndarray, dtype=numpy.dtype)",1
"numpy.full(dtype=numpy.dtype, fill_value=int, shape=numpy.ndarray)",1
"numpy.linspace(endpoint=builtins.bool, retstep=builtins.bool, start=int, stop=int)",1
"numpy.allclose(a=float, b=numpy.float64)",1
numpy.dtype != Type[builtins.float],2
"numpy.linspace(endpoint=builtins.bool, start=int, stop=int)",1
"numpy.linspace(endpoint=int, num=builtins.bool, start=float, stop=float)",1
"numpy.linspace(dtype=builtins.bool, endpoint=Type[builtins.float], start=int, stop=int)",1
"numpy.linspace(dtype=int, endpoint=builtins.bool, num=Type[builtins.int], start=float, stop=float)",1
"numpy.arange(int, int)",4
"numpy.arange(int, dtype=Type[builtins.float])",1
"numpy.arange(int, int, int, Type[builtins.float])",1
"numpy.arange(int, int, int, Type[builtins.int])",1
"numpy.arange(float, float, float, numpy.dtype)",1
"numpy.arange(int, int, float)",4
"numpy.arange(int, int, int, dtype=NoneType)",1
"numpy.arange(int, float, int, dtype=NoneType)",1
"numpy.arange(int, float, int)",1
"numpy.arange(numpy.float32, numpy.float32, numpy.float32, dtype=NoneType)",1
numpy.float32 / numpy.float32,1
numpy.float32 * int,1
Type[numpy.floating] in dict,1
int * numpy.float32,2
numpy.float64 in dict,2
numpy.float32 in dict,1
"numpy.arange(numpy.int32, numpy.int32, numpy.int32, dtype=NoneType)",1
numpy.int32 / numpy.int32,1
numpy.int32 * int,1
int * numpy.int32,2
numpy.int64 in dict,2
numpy.int32 in dict,2
"numpy.arange(numpy.uint32, numpy.uint32, numpy.uint32, dtype=NoneType)",1
numpy.uint32 / numpy.uint32,1
numpy.uint32 * int,1
Type[numpy.unsignedinteger] in dict,1
int * numpy.uint32,2
numpy.uint32 in dict,2
"numpy.arange(numpy.uint64, numpy.uint64, numpy.uint64, dtype=NoneType)",1
numpy.uint64 / numpy.uint64,1
numpy.uint64 * int,1
int * numpy.uint64,2
numpy.uint64 in dict,1
"numpy.arange(numpy.uint32, numpy.uint32, numpy.uint32, dtype=Type[numpy.uint32])",1
numpy.uint32 + numpy.int64,2
numpy.dtype != Type[numpy.uint32],1
Type[numpy.uint32] in dict,1
"numpy.arange(numpy.int64, numpy.int64, numpy.uint32, Type[numpy.uint32])",1
numpy.uint64 - numpy.uint64,1
numpy.ceil(numpy.float64),1
numpy.dtype(Type[numpy.uint64]),1
"numpy.ndarray(dtype=tuple, shape=Type[numpy.uint64])",1
numpy.isscalar(element=numpy.uint64),1
"numpy.uint64[tuple[builtins.ellipsis, NoneType]]",1
Type[numpy.uint64] in dict,2
"numpy.arange(float, float, float, dtype=str)",1
"numpy.arange(float, float, float, str)",1
"numpy.arange(float, float, float)",2
numpy.prod(a=tuple),1
numpy.indices(dimensions=tuple),1
numpy.prod(a=tuple[int]),1
"numpy.indices(dimensions=tuple[int], dtype=Type[builtins.float])",1
"numpy.meshgrid(kwargs=dict, xi=tuple[numpy.ndarray])",1
numpy.meshgrid,2
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int])",18
"numpy.meshgrid(kwargs=dict, xi=tuple[numpy.ndarray, numpy.ndarray])",1
"numpy.meshgrid(kwargs=dict, xi=tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray, numpy.ndarray])",1
"numpy.ndarray[tuple[builtins.ellipsis, NoneType, NoneType, NoneType]]",1
"numpy.isnan(tuple[int, int, int, int])",3
"numpy.amax(a=tuple[int, int, int, int])",1
"numpy.float64[tuple[builtins.ellipsis, NoneType, NoneType, NoneType, NoneType]]",1
"numpy.meshgrid(kwargs=dict, xi=tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray])",1
numpy.triu,3
numpy.triu(m=numpy.ndarray),3
numpy.tril,3
numpy.tril(m=numpy.ndarray),6
"numpy.triu(k=int, m=numpy.ndarray)",1
"numpy.tril(k=int, m=numpy.ndarray)",1
"numpy.zeros_like(a=numpy.ndarray, shape=tuple[int, int])",1
numpy.zeros_like,1
numpy.eye,3
"tuple[builtins.function, builtins.function, builtins.function, builtins.builtin_function_or_method]uiltins.tuple[builtins.function, builtins.function, builtins.function, builtins.builtin_function_or_method]uiltin_function_or_method in tuple[builtins.function, builtins.function, builtins.function, builtins.builtin_function_or_method]",1
"numpy.eye(M=int, N=int)",13
"numpy.eye(N=int, k=int)",1
"numpy.eye(M=int, N=int, k=int)",4
"numpy.eye(N=int, dtype=Type[builtins.int])",2
numpy.diag,3
numpy.diag(v=dask.array.core.Array),2
numpy.diag(v=numpy.ndarray),3
numpy.diagonal,10
numpy.diagonal(a=dask.array.core.Array),1
"numpy.diagonal(a=dask.array.core.Array, offset=int)",3
"numpy.diagonal(a=dask.array.core.Array, axis1=int)",1
"numpy.diagonal(a=dask.array.core.Array, axis1=int, offset=int)",2
"numpy.diagonal(a=dask.array.core.Array, axis1=int, axis2=int, offset=int)",3
"numpy.diagonal(a=numpy.ndarray, axis1=int, axis2=int, offset=int)",2
"numpy.fromfunction(function=builtins.function, kwargs=dict, shape=tuple[int, int])",2
numpy.fromfunction,2
numpy.ndarray.repeat,1
"numpy.ndarray.repeat(numpy.ndarray, int, axis=int)",1
"numpy.ndarray.round(numpy.ndarray, int)",1
int != numpy.float64,1
numpy.repeat,1
"numpy.repeat(a=numpy.ndarray, axis=int, repeats=int)",2
"numpy.ndarray.repeat(numpy.ndarray, int)",1
"numpy.tile(A=numpy.ndarray, reps=int)",3
"numpy.tile(A=list[list[int]], reps=int)",1
numpy.asarray(a=list[list[int]]),1
"numpy.tile(A=list[list[int]], reps=tuple[int, int])",1
"numpy.tile(A=list[list[int]], reps=tuple[int, int, int, int])",1
"numpy.tile(A=numpy.ndarray, reps=tuple[int])",3
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int])",2
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int, int, int])",1
"numpy.empty(tuple[int, int, int])",1
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int, int, int])",10
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int, int])",1
numpy.pad,3
"numpy.ndarray[tuple[int, int]] = dask.array.core.Array",2
"numpy.pad(array=numpy.ndarray, mode=str, pad_width=int)",2
"numpy.empty(tuple[int, int], dtype=Type[builtins.object])",1
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=str, pad_width=tuple[int, int])",1
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=str, pad_width=tuple[tuple[int, int], tuple[int, int]])",1
"numpy.linspace(dtype=numpy.dtype, num=int, start=numpy.float64, stop=int)",1
"numpy.ndarray[slice[NoneType, NoneType, int]]",5
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=str, pad_width=int)",1
"numpy.ndarray[slice[int, NoneType, NoneType]]",6
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], int]] = numpy.ndarray",3
"numpy.ndarray[tuple[int, slinumpy.ndarraye[NoneType, NoneType, NoneType]]] = numpy.ndarray",2
"numpy.pad(array=numpy.ndarray, mode=str, pad_width=tuple[tuple[int, int], tuple[int, int]])",1
"numpy.amax(a=numpy.ndarray, axis=tuple[int], keepdims=builtins.bool)",2
"numpy.amax(numpy.ndarray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
numpy.ndarray[tuple[int]] = dask.array.core.Array,1
"numpy.empty(tuple[int], dtype=Type[builtins.object])",1
"numpy.amin(a=numpy.ndarray, axis=tuple[int], keepdims=builtins.bool)",2
"numpy.amin(numpy.ndarray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=builtins.function, pad_width=tuple[tuple[int, int], tuple[int, int]])",1
"numpy.ndarray[sliinte[int, NoneType, NoneType]] = int",1
"numpy.ndarray[sliinte[NoneType, int, NoneType]] = int",1
"numpy.ndarray[tuple[int, slice[NoneType, NoneType, NoneType]]]",2
"numpy.fft.ifft(numpy.ndarray, axes=tuple[int])",1
"numpy.fft.rfft(numpy.ndarray, axes=tuple[int])",1
"numpy.fft.irfft(numpy.ndarray, axes=tuple[int])",1
"numpy.fft.hfft(numpy.ndarray, axes=tuple[int])",1
"numpy.fft.ihfft(numpy.ndarray, axes=tuple[int])",1
"numpy.fft.fft(a=numpy.ndarray, axis=int, n=NoneType)",1
numpy.fft.ifft(a=numpy.ndarray),3
